action_name,class,method,result_name,result_type,result_value
"productMaster","pharmacy","productMaster","success","tiles","master-report"
"getUpdateProductDetails","pharmacy","getUpdateProductDetails","success","tiles","master-report"
"deleteProductDetails","pharmacy","deleteProductDetails","success","tiles","master-report"
"updateProductDetail","pharmacy","updateProductDetail","success","tiles","master-report"
"getSalesReport","pharmacy","getSalesReport","success","tiles","sales-report"
"getSalesReportByDate","pharmacy","getSalesReportByDate","success","tiles","sales-report"
"getExpireReport","pharmacy","getExpireReport","success","tiles","exp-report"
"getExpireReportByDate","pharmacy","getExpireReportByDate","success","tiles","exp-report"
"SlowmovingDrugs","pharmacy","SlowmovingDrugs","success","tiles","slow-report"
"nonemovingDrugs","pharmacy","nonemovingDrugs","success","tiles","fast-report"
"ManufacturDetails","pharmacy","ManufacturDetails","success","tiles","manufacture-details"
"getSupplierDetailsForEdit","pharmacy","getSupplierDetailsForEdit","success","tiles","supplier-details"
"updateSupplierDetails","pharmacy","updateSupplierDetails","success","tiles","supplier-details"
"deleteSupplierDetail","pharmacy","deleteSupplierDetail","success","tiles","supplier-details"
"getManufacturer","pharmacy","execute","success","tiles","manufacturer-add"
"createManufacturer","pharmacy","createManufacturer","success","tiles","manufacture-create"
"getmanufactListForEdit","pharmacy","getmanufactListForEdit","success","tiles","manufacture-details"
"updatemanufactList","pharmacy","updatemanufactList","success","tiles","manufacture-details"
"deleteManufactList","pharmacy","deleteManufactList","success","tiles","manufacture-details"
"activateSupplierDetail","pharmacy","activateSupplierDetail","success","tiles","supplier-details"
"activateManufactList","pharmacy","activateManufactList","success","tiles","manufacture-details"
"activateProductDetails","pharmacy","activateProductDetails","success","tiles","master-report"
"getRequestByConsultant","pharmacy","execute","success","tiles","patient-details-consultant"
"confirmSelligDetailsdul","pharmacy","confirmSelligDetailsdul","success","tiles","gerReceiptForOpIpBillingmult"
"getDetailByNF","pharmacy","getDetailByName","success","dispatcher","/Pharmacy/productDetails.jsp"
"addComponentDetailsForNF","pharmacy","addComponentDetailsForNF","success","tiles","patient-details-nf"
"deleteProducDetailByNF","pharmacy","deleteProducDetailByNF","success","tiles","patient-details-nf"
"addipopbillingDetailsConfirm","pharmacy","addipopbillingDetailsConfirm","success","tiles","nf-details-print"
"getDetailByNameByNF","pharmacy","getDetailByName","success","dispatcher","/Pharmacy/AddDrugsByNF.jsp"
"getProductNameSearch","pharmacy","getProductNameSearch","success","dispatcher","/Pharmacy/AddDrugsByNF.jsp"
"SlowmovingDrugs","pharmacy","SlowmovingDrugs","success","tiles","slow-report"
"SlowmovingDrugsPh","pharmacy","SlowmovingDrugs","success","tiles","SlowmovingDrugsPh"
"nonemovingDrugs","pharmacy","nonemovingDrugs","success","tiles","none-report"
"nonemovingDrugsPh","pharmacy","nonemovingDrugs","success","tiles","nonemovingDrugsPh"
"SlowmovingDrugsByDate","pharmacy","SlowmovingDrugsByDate","success","tiles","slow-report"
"nonemovingDrugsByDate","pharmacy","nonemovingDrugsByDate","success","tiles","none-report"
"fastmovingDrugs","pharmacy","getfastmovingDrugs","success","tiles","fast-moving-report"
"fastmovingDrugsPh","pharmacy","getfastmovingDrugs","success","tiles","fastmovingDrugsPh"
"getfastmovingDrugsByDate","pharmacy","getfastmovingDrugsByDate","success","tiles","fast-moving-report"
"getPharmacyOutstandingPaymentDetails","pharmacy","getOutstandingPaymentDetails","success","tiles","supplier-pyment-info"
"getProductAdd","pharmacy","getProductAdd","success","tiles","product-add"
"createProduct","pharmacy","createProduct","success","tiles","product-create"
"getDrugByNamerack","pharmacy","getDrugByNamerack","","",""
"getWattDetails","pharmacy","getWattDetails","success","tiles","getWattDetails"
"addWattDetails","pharmacy","addWattDetails","success","tiles","getWattDetails"
"getWattEditDetails","pharmacy","getWattEditDetails","success","tiles","getWattDetails"
"updateWattDetails","pharmacy","updateWattDetails","success","tiles","getWattDetails"
"deleteWattDetails","pharmacy","deleteWattDetails","success","tiles","getWattDetails"
"getReturnReport","pharmacy","getReturnReport","success","tiles","getReturnReport"
"getReturnReportByDate","pharmacy","getSalesReturnReport","success","tiles","getReturnReport"
"getQuatationdetails","pharmacy","getQuatationdetails","success","tiles","getQuatationdetails"
"getItemWiseSalesReportByLocation","pharmacy","getItemWiseSalesReportByLocation","success","tiles","getItemWiseSalesReport"
"getDrugsDetailsForQuatation","pharmacy","getDrugsDetailsForQuatation","success","tiles","getQuatationdetails"
"deleteQuotationDrug","pharmacy","deleteQuotationDrug","success","tiles","getQuatationdetails"
"addDrugsForQuatation","pharmacy","addDrugsForQuatation","success","tiles","getQuatationdetails"
"ConfirmQuotationDetails","pharmacy","ConfirmQuotationDetails","success","tiles","ConfirmQuotationDetails"
"getQuatationReport","pharmacy","getQuatationReport","success","tiles","getQuatationReport"
"getQuotationDetailsForm","pharmacy","getQuotationDetailsForm","success","tiles","quotation_Form"
"showCollectionReportForCash","pharmacy","showCollectionReportForCash","success","tiles","sales-report-cash"
"showCollectionReportForCredit","pharmacy","showCollectionReportForCredit","success","tiles","sales-report-credit"
"getSalesReportByDateCash","pharmacy","getSalesReportByDateCash","success","tiles","sales-report-cash"
"getSalesReportByDateCredit","pharmacy","getSalesReportByDateCredit","success","tiles","sales-report-credit"
"getProfitabiltyReport","pharmacy","getProfitabiltyReport","success","tiles","getProfitabiltyReport"
"addDrugs","pharmacy","addDrugs","","",""
"getClinicalSheetMaster","pharmacy","getClinicalSheetMaster","success","tiles","getClinicalSheetMaster"
"addClinicalMaster","pharmacy","addClinicalMaster","success","tiles","getClinicalSheetMaster"
"editClinicMaster","pharmacy","editClinicMaster","success","tiles","getClinicalSheetMaster"
"deActClinicMaster","pharmacy","deActClinicMaster","success","tiles","getClinicalSheetMaster"
"actClinicMaster","pharmacy","actClinicMaster","success","tiles","getClinicalSheetMaster"
"viewSavedInvoicedetails","pharmacy","viewSavedInvoicedetails","success","tiles","product-entry-saved-kl"
"getSavedGRNDetails","pharmacy","getSavedGRNDetails","success","tiles","GRN-report-save"
"getReturnDetails","pharmacy","getReturnDetails","success","tiles","product-entry"
"detailsAlreadyExist","pharmacy","detailsAlreadyExist","","",""
"poNumberDetails","pharmacy","poNumberDetails","","",""
"addProductEntry","pharmacy","addProductEntry","success","dispatcher","/Pharmacy/GRNComponentDetails.jsp"
"addProductEntryNew","pharmacy","addProductEntryNew","success","dispatcher","/Pharmacy/GRNComponentDetails.jsp"
"deleteProducDetail","pharmacy","deleteProducDetail","success","dispatcher","/Pharmacy/GRNComponentDetails.jsp"
"deleteProducDetailForSameBatch","pharmacy","deleteProducDetailForSameBatch","success","dispatcher","/Pharmacy/GRNComponentDetails.jsp"
"updateGrnStatus","pharmacy","updateGrnStatus","success","redirect","ProductEntry"
"saveGrnStatus","pharmacy","saveGrnStatus","success","redirect","ProductEntry"
"addnewpro","pharmacy","addnewpro","","",""
"getGRNDetails","pharmacy","getGRNDetails","success","tiles","GRN-report"
"getGrnBillDetails","pharmacy","getGrnBillDetails","success","tiles","getGrnBillDetails"
"makeThePharmacyOutstandingPayments","pharmacy","makeTheOutstandingPayments","","",""
"validatePatientID","appoint","validatePatientID","","",""
"getDrugDetailsByName","pharmacy","getDrugDetailsByName","","",""
"getDrugDetailsByNameAlter","pharmacy","getDrugDetailsByNameAlter","","",""
"getDrugDetailsByNameForReturn","pharmacy","getDrugDetailsByNameForReturn","","",""
"addProductEntrySale","pharmacy","addProductEntrySale","success","dispatcher","/Pharmacy/SaleComponentDetails.jsp"
"addProductEntrySale","pharmacy","addProductEntrySale","success","tiles","addProductEntrySale"
"updateProductEntrySale","pharmacy","updateProductEntrySale","success","dispatcher","/Pharmacy/ajax/SaleComponentDetails.jsp"
"updateProductEntrySale","pharmacy","updateProductEntrySale","success","dispatcher","/Pharmacy/SaleComponentDetails.jsp"
"updateProductEntrySaleOthers","pharmacy","updateProductEntrySaleOthers","success","dispatcher","/Pharmacy/ajax/SaleComponentDetailForOthers.jsp"
"deleteSellingDrugsForOthers","pharmacy","deleteSellingDrugsForOthers","success","dispatcher","/Pharmacy/ajax/SaleComponentDetailForOthers.jsp"
"deleteSellingDrugs","pharmacy","deleteSellingDrugs","success","dispatcher","/Pharmacy/SaleComponentDetails.jsp"
"deleteSellingDrugsOther","pharmacy","deleteSellingDrugs","success","dispatcher","/Pharmacy/ajax/SaleComponentDetailForOthers.jsp"
"confirmSelligDetails","pharmacy","confirmSelligDetails","success","tiles","gerReceiptForOpIpBilling"
"confirmSelligDetailsop","pharmacy","confirmSelligDetailsop","success","tiles","gerReceiptForOpIpBilling"
"gerReceiptForOpIpBilling","pharmacy","gerReceiptForOpIpBilling","success","tiles","gerReceiptForOpIpBilling"
"getSalesReportmult","pharmacy","getSalesReportmult","success","tiles","sales-reportmult"
"confirmSelligDetailsFormultSale","pharmacy","confirmSelligDetailsFormultSale","","",""
"gerReceiptForOthersBillingmult","pharmacy","gerReceiptForOthersBillingmult","success","tiles","gerReceiptForOthersBillingmult"
"getSalesReportByDatemult","pharmacy","getSalesReportByDatemult","success","tiles","sales-reportmult"
"getPharmacyStockDetails","pharmacy","getPharmacyStockDetails","success","tiles","PharmacyStockDetails"
"getPharmacyCompletedPaymentDetails","pharmacy","getCompletedPaymentDetails","success","tiles","getPharmacyCompletedPaymentDetails"
"getPharmacyCompletedPaymentDetailsByLocation","pharmacy","getPharmacyCompletedPaymentDetailsByLocation","success","tiles","getPharmacyCompletedPaymentDetails"
"getnonmovingDrugs","pharmacy","getnonmovingDrugsByDateAmount","success","tiles","getnonmovingDrugsDate"
"getProfitabiltyReport","pharmacy","getProfitabiltyReport","success","tiles","getProfitabiltyReport"
"getProfitabiltyReportbyDate","pharmacy","getProfitabiltyReportbyDate","success","tiles","getProfitabiltyReport"
"BillDetailForPharmacy","pharmacy","BillDetailForPharmacy","success","tiles","BillDetailForPharmacy"
"SupplierDetails","pharmacy","getSupplierDetails","success","tiles","supplier-details"
"ShowSupplier","pharmacy","execute","success","tiles","supplier-new"
"ShowSupplier","pharmacy","execute","success","tiles","supplier-details"
"createSupplier","pharmacy","createSupplier","success","tiles","create-supplier"
"getSupplierDetail","pharmacy","getSupplierDetail","","",""
"getDetailByName","pharmacy","getDetailByName","success","dispatcher","/Pharmacy/productDetails.jsp"
"getBillDetail","pharmacy","BillingAction","success","tiles","product-bill"
"addComponentDetails","pharmacy","addComponentDetails","success","dispatcher","/Pharmacy/addingProductsForBill.jsp"
"deleteBillingDetail","pharmacy","deleteBillingDetail","success","dispatcher","/Pharmacy/addingProductsForBill.jsp"
"addCoustomDetails","pharmacy","addCoustomDetails","success","tiles","product-bill"
"approveBill","pharmacy","approveBill","success","tiles","product-bill-print"
"getCustomerDetail","pharmacy","getCustomerDetail","","",""
"getDrugsForInPatient","pharmacy","getDrugsForInPatient","success","tiles","add-Drugs"
"getDrugsForConsultant","pharmacy","getDrugsForConsultant","success","tiles","add-consultant-drug"
"addTreatmentDrugForIP","pharmacy","addTreatmentDrugForIP","success","tiles","add-Drugs"
"addTreatmentDrugForConsultant","pharmacy","addTreatmentDrugForConsultant","success","tiles","add-consultant-drug"
"deleteDrugsComponentForConsultant","pharmacy","deleteDrugsComponentForConsultant","success","tiles","add-consultant-drug"
"deleteDrugsComponentForIp","pharmacy","deleteDrugsComponentForIp","success","tiles","add-Drugs"
"confirmDrugRequestforIp","pharmacy","confirmDrugRequestforIp","success","tiles","Drugs-success"
"confirmDrugRequestforConsultant","pharmacy","confirmDrugRequestforConsultant","success","tiles","Drugs-success-consultant"
"getRequestFromNurse","pharmacy","getRequestFromNurse","success","tiles","request-view"
"viewPendingRequest","pharmacy","viewPendingRequest","success","tiles","patient-details-nf"
"viewPendingRequest","pharmacy","viewPendingRequest","others","tiles","getPharmacyInvestigationsForOthers"
"cancelPendingRequest","pharmacy","cancelPendingRequest","success","tiles","patient-details"
"getRequestByNF","pharmacy","getRequestByNF","success","tiles","patient-details"
"doctorIPCollectionReport","lab","ipCollectiondoctorReport","success","tiles","showipdoctorreport"
"upadateipPayment","lab","upadateipPayment","success","tiles","commonipRecepitdoct"
"getPharmacyInvestigations","pharmacy","getPharmacyInvestigations","success","tiles","patient-details-nf"
"getPharmacyInvestigations","pharmacy","getPharmacyInvestigations","error","tiles","patient-details"
"getPharmacyInvestigations1","pharmacy","getPharmacyInvestigations1","success","tiles","patient-details-nfop"
"getPharmacyInvestigations1","pharmacy","getPharmacyInvestigations1","error","tiles","patient-details"
"confirmReturnDetailsByInvoice","pharmacy","confirmReturnDetailsByInvoice","","",""
"viewSalesReturnDet","pharmacy","viewSalesReturnDet","success","tiles","viewSalesReturnDet"
"approveEntryforSaleReturn","pharmacy","approveEntryforSaleReturn","success","tiles","approveEntryforSaleReturn"
"getPharmacyInvestigationsForOthers","pharmacy","getPharmacyInvestigationsForOthers","success","tiles","getPharmacyInvestigationsForOthers"
"addProductEntrySaleForOther","pharmacy","addProductEntrySaleForOther","success","dispatcher","/Pharmacy/SaleComponentDetailForOthers.jsp"
"deleteSellingDrugsForOthers","pharmacy","deleteSellingDrugsForOthers","success","dispatcher","/Pharmacy/ajax/SaleComponentDetailForOthers.jsp"
"confirmSelligDetailsForOtherSale","pharmacy","confirmSelligDetailsForOtherSale","","",""
"getCustomerDetailsByName","pharmacy","getCustomerDetailsByName","","",""
"gerReceiptForOthersBilling","pharmacy","gerReceiptForOthersBilling","success","tiles","gerReceiptForOthersBilling"
"getRequestByNFop","pharmacy","getRequestByNF1","success","tiles","patient-details1"
"viewPending","pharmacy","viewPending","success","tiles","viewPending"
"viewPending","pharmacy","viewPending","others","tiles","getPharmacyInvestigationsForOthers"
"confirmSelligDetailspending","pharmacy","confirmSelligDetailspending","success","tiles","gerReceiptForOpIpBilling"
"getSalesReportInDetails","pharmacy","getSalesReportInDetails","success","tiles","getSalesReportInDetails"
"getDetailsForSaleReturn","pharmacy","getDetailsForSaleReturn","success","tiles","getDetailsForSaleReturn"
"addProductEntrySaleReturn","pharmacy","addProductEntrySaleReturn","success","dispatcher","/Pharmacy/ajax/ComponetsForSaleReturn.jsp"
"deleteReturnDrugs","pharmacy","deleteReturnDrugs","success","dispatcher","/Pharmacy/ajax/ComponetsForSaleReturn.jsp"
"confirmReturnDetails","pharmacy","confirmReturnDetails","","",""
"gerReceiptForSalesReturn","pharmacy","gerReceiptForSalesReturn","success","tiles","gerReceiptForSalesReturn"
"getSalesVatReport","pharmacy","getSalesVatReport","success","tiles","getSalesVatReport"
"getPurchaseVatReport","pharmacy","getPurchaseVatReport","success","tiles","getPurchaseVatReport"
"getSalesReturnReport","pharmacy","getSalesReturnReport","success","tiles","getSalesReturnReport"
"getPharmacyDueReport","pharmacy","getPharmacyDueReport","success","tiles","getPharmacyDueReport"
"checkPatientPh","user","confirmSearchPatientPhar","success","tiles","getPharmacyDueReport"
"checkPatientDI","user","confirmSearchPatientPh","success","tiles","getDiReportsDetails"
"updatePharmacyDueAmount","pharmacy","updatePharmacyDueAmount","","",""
"getPharmacyRequest","pharmacy","getPharmacyRequest","success","tiles","getPharmacyRequest"
"getDetailForPhRequest","pharmacy","getDetailForPhRequest","success","tiles","getPharmacyRequest"
"updateQtyForAddedDrugs","pharmacy","updateQtyForAddedDrugs","success","dispatcher","/Pharmacy/ajax/SaleComponentDetails.jsp"
"showCollectionReportdoctor","admin","getCollectionReportdoctor","success","tiles","show-collection-Reportdoctor"
"updateQtyForAddedDrugsOther","pharmacy","updateQtyForAddedDrugs","success","dispatcher","/Pharmacy/ajax/SaleComponentDetailForOthers.jsp"
"getSalesReportByRole","pharmacy","getSalesReportByRole","success","tiles","sales-report"
"getStatementDetails","pharmacy","getStatementDetails","success","tiles","getStatementDetails"
"getPharmacyStatement","pharmacy","getPharmacyStatement","success","tiles","getStatementDetails"
"getDiReportsDetails","pharmacy","getDiReportsDetails","success","tiles","getDiReportsDetails"
"viewapprovalList","pharmacy","viewapprovalList","success","tiles","viewapprovalList"
"getDrugByNameFromProductMaster","pharmacy","getDrugByNameFromProductMaster","","",""
"getQuotationDetailsFormApprove","pharmacy","getQuotationDetailsFormApprove","success","tiles","getQuotationDetailsFormApprove"
"deleteQuotationDrugForApp","pharmacy","deleteQuotationDrug","success","tiles","getQuotationDetailsFormApprove"
"qtyUpdateQuotationDrugForApp","pharmacy","qtyUpdateQuotationDrugForApp","success","tiles","viewDrugRequsitionList"
"approveDrugRequest","pharmacy","approveDrugRequest","success","tiles","addDrugconfirm1"
"viewDrugRequsitionList","pharmacy","viewDrugRequsitionList","success","tiles","viewDrugRequsitionList"
"deleteQuotationDetails","pharmacy","deleteQuotationDetails","success","redirect","getQuatationReport"
"ApproveQuotationDetails","pharmacy","ApproveQuotationDetails","success","redirect","getQuatationReport"
"masterModificationDetails","pharmacy","masterModificationDetails","success","tiles","masterModificationDetails"
"getDirectPurchaseEntry","pharmacy","getDirectPurchaseEntry","success","tiles","getQuotationDetailsForGrn"
"locmasterModificationDetails","pharmacy","getDeptForPharmacyByLocation","success","tiles","locmasterModificationDetails"
"getPharmacyStockDetailsByLocation","pharmacy","getPharmacyStockDetailsByLocation","success","tiles","getPharmacyStockDetailsForAll"
"getInternDetailsByLoc","pharmacy","getInternDetailsByLoc","success","tiles","getInternDetailsByLoc"
"getQuotationDetailsForGrn","pharmacy","getQuotationDetailsForGrn","success","tiles","getQuotationDetailsForGrn"
"getStockAdjReport","pharmacy","getStockAdjReport","success","tiles","getStockAdjReport"
"isbatchExists","pharmacy","isbatchExists","","",""
"isbatchExists1","pharmacy","isbatchExists1","","",""
"addStockEntry","pharmacy","addStockEntry","success","dispatcher","/Pharmacy/GRNstockentry.jsp"
"getstockEntry","pharmacy","getstockEntry","success","tiles","getstockEntry"
"getSalesReportWithDues","pharmacy","getSalesReportWithDues","success","tiles","SalesReportWithDues"
"ProductEntry","pharmacy","ProductEntry","success","tiles","product-entry"
"ProductEntry","pharmacy","ProductEntryForGrn","success","tiles","product-entry-kl"
"getItemWiseStockDetails","pharmacy","getItemWiseStockDetails","success","tiles","getItemWiseStockDetails"
"getPatientWiseReportInput","pharmacy","getPatientWiseReportInput","success","tiles","getPatientWiseReport"
"getPatientWiseReport","pharmacy","getPatientWiseReport","success","tiles","getPatientWiseReport"
"findComponetIsAdded","pharmacy","findComponetIsAdded","","",""
"addPatientAdvanceWallet","ip","addPatientAdvanceWallet","success","tiles","ip-patient-info-succ"
"useWalletMoneyAsAdvance","ip","useWalletMoneyAsAdvance","","",""
"convetBillOpToIpVVS","appoint","convetBillOpToIpVVS","","",""
"getVatReportDetails","pharmacy","getVatReportDetails","success","tiles","getVatReportDetails"
"getGSTReport","pharmacy","getVatReportDetails","success","tiles","getGSTReport"
"viewPendingRequestForCon","pharmacy","viewPendingRequestForCon","success","tiles","patient-details-nf"
"viewPendingRequestForCon","pharmacy","viewPendingRequestForCon","error","tiles","patient-details"
"viewPendingRequestForConIP","pharmacy","viewPendingRequestForConIP","success","tiles","patient-details-nf"
"viewPendingRequestForConIP","pharmacy","viewPendingRequestForConIP","error","tiles","patient-details"
"cancelPendingRequestFromCon","pharmacy","cancelPendingRequestFromCon","success","redirect","GetPharmacyBilling"
"cancelPendingRequestFromConIP","pharmacy","cancelPendingRequestFromConIP","success","redirect","GetPharmacyBilling"
"getPurchaseReturndetails","pharmacy","getPurchaseReturndetails","success","tiles","getPurchaseReturndetails"
"getVatReportDetailsByDate","pharmacy","getVatReportDetailsByDate","success","tiles","getVatReportDetails"
"getGSTReportByDate","pharmacy","getVatReportDetailsByDate","success","tiles","getGSTReport"
"addProductForReturn","pharmacy","addProductForReturn","success","dispatcher","/Pharmacy/PurchaseReturn/ComponentDetailsAjax.jsp"
"removeReturnComponets","pharmacy","removeReturnComponets","success","dispatcher","/Pharmacy/PurchaseReturn/ComponentDetailsAjax.jsp"
"addProductForReturnBulk","pharmacy","addProductForReturnBulk","success","dispatcher","/Pharmacy/PurchaseReturn/ComponentDetailsAjax.jsp"
"confirmPurchaseReturn","pharmacy","confirmPurchaseReturn","","",""
"getPurchaseReturnReceipt","pharmacy","getPurchaseReturnReceipt","success","tiles","getPurchaseReturnReceipt"
"getPurchaseReturnReport","pharmacy","getPurchaseReturnReport","success","tiles","getPurchaseReturnReport"
"checkPatientForPharmacy","pharmacy","confirmSearchPatient","success","tiles","patient-details"
"checkPatientForPharmacyop","pharmacy","confirmSearchPatientop","success","tiles","patient-details1"
"checkPatientForBillWise","user","confirmSearchPatient","success","tiles","getPatientWiseReport"
"getCustomerNameOnly","pharmacy","getCustomerNameOnly","","",""
"addProductEntryNewForOpenStock","pharmacy","addProductEntryNewForOpenStock","success","dispatcher","/Pharmacy/GRNComponentDetails.jsp"
"getSupplierOutstandingReport","pharmacy","getSupplierOutstandingReport","success","tiles","getSupplierOutstandingReport"
"updateGrnStatusAjax","pharmacy","updateGrnStatusAjax","","",""
"getItemWiseSalesReport","pharmacy","getItemWiseSalesReport","success","tiles","getItemWiseSalesReport"
"deleteQuotationDetailsApp","pharmacy","deleteQuotationDetails","success","redirect","ProductEntry"
"masterModificationDetails","pharmacy","masterModificationDetails","success","tiles","masterModificationDetails"
"updateMasterDetails","pharmacy","updateMasterDetails","","",""
"getProductNameOnly","pharmacy","getProductNameOnly","","",""
"getProductNameOnlyForSales","pharmacy","getProductNameOnlyForSales","","",""
"getItemWiseDetailedReport","pharmacy","getItemWiseDetailedReport","success","tiles","getItemWiseDetailedReport"
"getDrugMasterForConsultant","pharmacy","getDrugMasterForConsultant","","",""
"getDrugMasterForConsultant1","pharmacy","getDrugMasterForConsultant1","","",""
"cancelGrnDetails","pharmacy","cancelGrnDetails","success","redirect","masterModificationDetails"
"getDrugDetailsForModify","pharmacy","getDrugDetailsForModify","","",""
"deleteGrnComponentDetails","pharmacy","deleteGrnComponentDetails","success","tiles","masterModificationDetails"
"updateGrnProductModify","pharmacy","updateGrnProductModify","","",""
"updateGrnInvoiceModify","pharmacy","updateGrnInvoiceModify","","",""
"getProductNameOnlyForReturn","pharmacy","getProductNameOnlyForReturn","","",""
"cancelSavedInvoicedetails","pharmacy","cancelSavedInvoicedetails","success","redirect","getSavedGRNDetails"
"validateQtyIsValidRange","pharmacy","validateQtyIsValidRange","","",""
"getMedicalNonMedicalReport","pharmacy","getMedicalNonMedicalReport","success","tiles","getMedicalNonMedicalReport"
"validateQtyIsValidRange","pharmacy","validateQtyIsValidRange","","",""
"getInternDetails","pharmacy","getInternDetails","success","tiles","getInternDetails"
"addStockMatchingDetails","pharmacy","addStockMatchingDetails","success","dispatcher","/Pharmacy/Return/componentList.jsp"
"UpdateOrDeleteInternDetails","pharmacy","UpdateOrDeleteInternDetails","success","dispatcher","/Pharmacy/Return/componentList.jsp"
"confirmInternReceipt","pharmacy","confirmInternReceipt","success","redirect","getInternDetails"
"getInternReport","pharmacy","getInternReport","success","tiles","getInternReport"
"addProductEntryNewForOpenStock","pharmacy","addProductEntryNewForOpenStock","success","dispatcher","/Pharmacy/GRNComponentDetails.jsp"
"getWalletApproved","pharmacy","getWalletApproved","success","tiles","getWalletApproved"
"getDrugDetailsForModify","pharmacy","getDrugDetailsForModify","","",""
"getProductTypeDetails","pharmacy","getProductTypeDetails","success","tiles","getProductTypeDetails"
"addProductType","pharmacy","addProductType","success","tiles","getProductTypeDetails"
"getDirectPurchaseEntry","pharmacy","getDirectPurchaseEntry","success","tiles","getQuotationDetailsForGrn"
"detailsAlreadyExists","pharmacy","detailsAlreadyExists","","",""
"gerReceiptForOpIpBillingDet","pharmacy","gerReceiptForOpIpBilling","success","tiles","gerReceiptForOpIpBillingDet"
"showRevenueReport","appoint","getRevenueReport","success","tiles","show-revenue-Report"
"showRevenueReportbyTime","appoint","showRevenueReportbyTime","success","tiles","show-revenue-Report"
"appointmentDashBoardReportMIS","appoint","getAppointmentDashBoardReport","success","tiles","show-dashboard-report-mis"
"misDashBoardReport","appoint","getAppointmentDashBoardReport","success","tiles","show-dashboard-Dates-mis"
"getCashCollectionConsultantMIS","appoint","getCashCollectionConsultant","success","tiles","collection-consultant-mis"
"getPatientHistoryfromOP","appoint","getPatientHistoryFrontInput","success","tiles","op-patient-input"
"patientHistoryDetails","appoint","patientHistoryDetails","success","tiles","front-patient-details"
"getRoomStatusWard","billing","getRoomStatus","success","tiles","getRoomStatusward"
"changeRegFee","appoint","changeRegFee","success","tiles","changeRegFee"
"deleteRefDoctorDetails","appoint","deleteRefDoctorDetails","success","tiles","refferalDoctor-master"
"activateRefDoctorDetails","appoint","activateRefDoctorDetails","success","tiles","refferalDoctor-master"
"updateOTDeprtmtDetails","ip","updateOTDeprtmtDetails","success","tiles","otdepartment"
"getComponentsForEmployeeAdd","appoint","getComponentsForEmployeeAdd","success","tiles","employeedetails"
"addnewEmployeeDetails","appoint","getComponentsForEmployeeAdd","success","tiles","employeedetails"
"RegisterEmployee","appoint","RegisterEmployee","success","tiles","RegisterEmployee"
"getEmployeeDetails","appoint","getEmployeeDetails","success","tiles","employeedetailsList"
"deActivateEmp","appoint","deActivateEmp","success","tiles","employeedetailsList"
"getEmployeeSalDetails","hrms","getEmployeeSalDetails","success","tiles","getEmployeeSalDetails"
"getEmployeeSalDetailsbyDate","hrms","getEmployeeSalDetailsbyDate","success","tiles","getEmployeeSalDetails"
"getSalExcel","hrms","getEmployeeSalExcelDetails","success","dispatcher","/HRMS/EmployeeSalListExcel.jsp"
"getEmployeeSalDetailsExcelbyDate","hrms","getEmployeeSalDetailsExcelbyDate","success","dispatcher","/HRMS/EmployeeSalListExcel.jsp"
"employeeFileUpload","appoint","employeeFileUpload","success","tiles","RegisterEmployee"
"createBarcode","appoint","execute","success","tiles","createBarcode"
"getSalDet","hrms","getSalDet","success","tiles","enterSalDet"
"addSalaryDetails","hrms","addSalaryDetails","success","tiles","addSalaryDetails"
"getEmpcategory","hrms","getEmpcategory","success","tiles","getcategory"
"addEmpCategory","hrms","addEmpCategory","success","tiles","getcategory"
"getEditForEmpCategory","hrms","getEditForEmpCategory","success","tiles","getcategory"
"updateEmpCategory","hrms","updateEmpCategory","success","tiles","getcategory"
"deleteEmpCategory","hrms","deleteEmpCategory","success","tiles","getcategory"
"getDesignation","hrms","getDesignationByDept","","",""
"getDesignationByName","hrms","getDesignationByDeptName","","",""
"getDesignationDetails","hrms","getDesignationDetails","success","tiles","getDesignationDetails"
"activateDesignation","hrms","activateDesignation","success","tiles","getDesignationDetails"
"addDesignationdetails","hrms","addDesignationdetails","success","tiles","getDesignationDetails"
"getEditDetailsForDesignation","hrms","getEditDetailsForDesignation","success","tiles","getDesignationDetails"
"updateDesignation","hrms","updateDesignation","success","tiles","getDesignationDetails"
"deleteDesignation","hrms","deleteDesignation","success","tiles","getDesignationDetails"
"getRolesDetail","hrms","getRolesDetail","success","tiles","getRolesDetail"
"activateEmpRole","hrms","activateEmpRole","success","tiles","getRolesDetail"
"addRolesDetails","hrms","addRolesDetails","success","tiles","getRolesDetail"
"getRoleDetailForEdit","hrms","getRoleDetailForEdit","success","tiles","getRolesDetail"
"updateEmpRolesDetails","hrms","updateEmpRolesDetails","success","tiles","getRolesDetail"
"deleteRolesDetails","hrms","deleteRolesDetails","success","tiles","getRolesDetail"
"getEmpDeparments","hrms","getEmpDeparments","success","tiles","getEmpDeparments"
"activateEmpDepartment","hrms","activateEmpDepartment","success","tiles","getEmpDeparments"
"addEmpDepartments","hrms","addEmpDepartments","success","tiles","getEmpDeparments"
"getEditDetailsforEmpDepartment","hrms","getEditDetailsforEmpDepartment","success","tiles","getEmpDeparments"
"updateEmpDetails","hrms","updateEmpDetails","success","tiles","getEmpDeparments"
"deleteEmpDepartment","hrms","deleteEmpDepartment","success","tiles","getEmpDeparments"
"getRolesInside","hrms","getRolesInside","","",""
"activateCateogry","hrms","activateCateogry","success","tiles","getcategory"
